ecephys_session_id,behavior_session_id,date_of_acquisition,equipment_name,session_type,mouse_id,genotype,sex,project_code,age_in_days,probes_annotated_in_ccf,unit_count,channel_count,structure_acronyms,session_number,novel_image_id,has_lfp
1214740195,1214763736,2022-09-29 13:51:57.899000,NP.1,EPHYS_4,626279,wt/wt,M,DynamicGating,196,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",1517,2304,"['out of brain', 'CA1', 'SGN', 'CP', 'MOs', 'AV', 'ProS', 'No Area', 'VL', 'SEZ', 'Eth', 'MOp', 'LP', 'SUB', 'VISpm', 'VISp', 'MGd', 'TH', 'LD', 'RSPagl', 'RSPd', 'SSp', 'DG', 'VAL']",4,im087_r-1.0,True
1218577463,1218614190,2022-10-17 15:01:00.383000,NP.1,EPHYS_1,632295,wt/wt,F,DynamicGating,173,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2212,2304,"['VISl', 'VPL', 'CA2', 'MGm', 'MGv', 'out of brain', 'APN', 'CA1', 'CP', 'CA3', 'No Area', 'VL', 'LP', 'SUB', 'CL', 'VISp', 'RT', 'MGd', 'TH', 'LD', 'RSPagl', 'SSp', 'DG', 'VAL', 'NOT']",1,im104_r-1.0,True
1218795542,1218885300,2022-10-18 14:58:11.382000,NP.1,EPHYS_2,632295,wt/wt,F,DynamicGating,173,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2418,2304,"['SCsg', 'MGm', 'PoT', 'out of brain', 'CA1', 'CP', 'LSv', 'MOs', 'SCop', 'AV', 'AD', 'No Area', 'MB', 'VL', 'SCiw', 'SEZ', 'Eth', 'SCzo', 'LSr', 'MOp', 'LP', 'VISp', 'RT', 'VISal', 'MGd', 'TH', 'V3', 'RSPagl', 'MRN', 'RSPd', 'VISa', 'SCig', 'SSp', 'DG', 'AMd', 'RSPv']",2,im114_r-1.0,True
1219127153,1219190138,2022-10-19 14:57:24.516000,NP.1,EPHYS_3,632295,wt/wt,F,DynamicGating,173,"['probeA', 'probeB', 'probeD', 'probeE', 'probeF']",1719,1920,"['VISl', 'VPL', 'CA2', 'MGm', 'MGv', 'out of brain', 'CA1', 'CP', 'CA3', 'AV', 'No Area', 'Track not annotated', 'LGd', 'VL', 'MOp', 'LP', 'CL', 'RT', 'TH', 'LD', 'RSPagl', 'SSp', 'DG', 'HPF', 'VAL']",3,im005_r-1.0,True
1219401111,1219501816,2022-10-20 14:58:33.071000,NP.1,EPHYS_4,632295,wt/wt,F,DynamicGating,173,"['probeA', 'probeB', 'probeD', 'probeE', 'probeF']",2029,1920,"['SCsg', 'MGm', 'PoT', 'APN', 'out of brain', 'CA1', 'CP', 'CA3', 'STR', 'MOs', 'SCop', 'AV', 'AD', 'ProS', 'No Area', 'MB', 'Track not annotated', 'VL', 'SEZ', 'SCzo', 'MOp', 'VISp', 'VISal', 'MGd', 'TH', 'V3', 'RSPagl', 'RSPd', 'SSp', 'SCig', 'DG', 'GPe', 'AMd', 'RSPv']",4,im087_r-1.0,True
1224385827,1224444470,2022-11-07 16:06:11.630000,NP.1,EPHYS_1,633232,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,186,"['probeA', 'probeE', 'probeF']",1088,1152,"['SEZ', 'VPL', 'MOs', 'TH', 'ACAd', 'VPM', 'LD', 'LSr', 'No Area', 'MOp', 'LSc', 'Track not annotated', 'SSp', 'LGd', 'CP', 'CA3', 'VL']",1,im104_r-1.0,True
1224635971,1224702301,2022-11-08 15:01:10.028000,NP.1,EPHYS_2,633232,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,186,"['probeB', 'probeC', 'probeD', 'probeE', 'probeF']",1933,1920,"['MGv', 'out of brain', 'CA1', 'CP', 'CA3', 'STR', 'LH', 'MOs', 'No Area', 'Track not annotated', 'LGd', 'VL', 'SEZ', 'VPM', 'LSr', 'MOp', 'LGv', 'VISp', 'MGd', 'TH', 'RSPd', 'SSp', 'DG', 'HPF']",2,im114_r-1.0,True
1224928532,1224969502,2022-11-09 14:59:48.077000,NP.1,EPHYS_3,633232,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,186,"['probeB', 'probeD', 'probeE', 'probeF']",1451,1536,"['VPL', 'VISrl', 'out of brain', 'CA1', 'CP', 'CA3', 'No Area', 'Track not annotated', 'LGd', 'VL', 'SEZ', 'MOp', 'VISp', 'RT', 'VISal', 'TH', 'SSp', 'DG', 'VAL']",3,im005_r-1.0,True
1225178442,1225223456,2022-11-10 14:56:06.181000,NP.1,EPHYS_4,633232,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,186,"['probeB', 'probeD', 'probeE', 'probeF']",1461,1536,"['VISl', 'VPL', 'out of brain', 'CA1', 'CP', 'CA3', 'STR', 'MOs', 'No Area', 'Track not annotated', 'LGd', 'VL', 'SEZ', 'VPM', 'LSr', 'MOp', 'VISp', 'RT', 'TH', 'SSp', 'LSc', 'DG']",4,im087_r-1.0,True
1226010097,1226047081,2022-11-14 21:29:54.682000,NP.1,EPHYS_1,636740,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,166,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",1938,2304,"['FC', 'SCsg', 'out of brain', 'CA1', 'SGN', 'MOs', 'SCop', 'ProS', 'MB', 'No Area', 'VL', 'DT', 'SCiw', 'SEZ', 'SCzo', 'LSr', 'MOp', 'SUB', 'VISp', 'TH', 'V3', 'RSPagl', 'RSPd', 'MRN', 'SCig', 'LSc', 'DG', 'POST', 'RSPv', 'POL']",1,im104_r-1.0,True
1226251663,1226300314,2022-11-15 13:40:32.631000,NP.1,EPHYS_2,636740,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,166,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2665,2304,"['VISl', 'SCsg', 'CA2', 'out of brain', 'CA1', 'CP', 'CA3', 'STR', 'SCdg', 'MOs', 'SCop', 'ProS', 'No Area', 'MB', 'PO', 'LGd', 'VL', 'SCiw', 'VPM', 'SCzo', 'LSr', 'MOp', 'LP', 'SUB', 'VISpm', 'VISp', 'SF', 'PRE', 'TH', 'ACAd', 'ACAv', 'MRN', 'RSPd', 'LSc', 'SCig', 'DG', 'HPF', 'SSp', 'RSPv']",2,im114_r-1.0,True
1226528572,1226563618,2022-11-16 14:56:38.376000,NP.1,EPHYS_3,636740,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,166,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",1629,2304,"['VPL', 'SCsg', 'out of brain', 'APN', 'CA1', 'CP', 'LH', 'SCdg', 'MH', 'SCop', 'NB', 'No Area', 'MB', 'VL', 'SCiw', 'SEZ', 'Eth', 'SCzo', 'LP', 'SUB', 'PF', 'VISp', 'RT', 'PRE', 'TH', 'RSPagl', 'RSPd', 'MRN', 'SCig', 'SSp', 'DG', 'HPF', 'POST', 'VAL', 'RSPv']",3,im005_r-1.0,True
1226780656,1226818630,2022-11-17 15:05:48.002000,NP.1,EPHYS_4,636740,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,166,"['probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2402,1920,"['VISl', 'SCsg', 'CA2', 'MGv', 'out of brain', 'CA1', 'CP', 'PIL', 'CA3', 'PP', 'STR', 'SCop', 'ProS', 'No Area', 'MB', 'Track not annotated', 'PO', 'LGd', 'SCiw', 'VPM', 'SCzo', 'MOp', 'LP', 'SUB', 'VISpm', 'TH', 'LD', 'RSPagl', 'MRN', 'RSPd', 'SCig', 'SSp', 'DG', 'RSPv']",4,im087_r-1.0,True
1227622013,1227661589,2022-11-21 14:56:19.287000,NP.1,EPHYS_1,637483,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,167,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",1815,2304,"['VPL', 'SCsg', 'CA2', 'VISrl', 'out of brain', 'CA1', 'CP', 'CA3', 'STR', 'MOs', 'MH', 'SCop', 'No Area', 'MB', 'VISam', 'VL', 'SCiw', 'SEZ', 'SCzo', 'LSr', 'LGv', 'LP', 'VISpm', 'RT', 'PRC', 'TH', 'V3', 'SPA', 'RSPagl', 'RSPd', 'MRN', 'SCig', 'SSp', 'DG', 'HPF', 'RSPv']",1,im104_r-1.0,True
1227855488,1227892593,2022-11-22 15:28:20.546000,NP.1,EPHYS_2,637483,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,167,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2865,2304,"['MGm', 'MGv', 'out of brain', 'APN', 'CA1', 'CP', 'PIL', 'CA3', 'MOs', 'ProS', 'MB', 'No Area', 'PO', 'VL', 'SCiw', 'Eth', 'LSr', 'MOp', 'LP', 'VISp', 'VISal', 'MGd', 'TH', 'ACAd', 'RSPagl', 'ACAv', 'RSPd', 'MRN', 'LSc', 'SCig', 'DG', 'POST', 'RSPv', 'POL']",2,im114_r-1.0,True
1228018071,1228051050,2022-11-23 09:23:29.824000,NP.1,EPHYS_3,637483,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,167,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",1817,2304,"['VPL', 'SCsg', 'CA2', 'out of brain', 'CA1', 'CP', 'CA3', 'LH', 'STR', 'MOs', 'MH', 'SCop', 'No Area', 'MB', 'VISam', 'PO', 'LGd', 'VL', 'SCiw', 'VPM', 'SCzo', 'LSr', 'MOp', 'LGv', 'LP', 'VISpm', 'RT', 'PVT', 'VISal', 'LD', 'RSPagl', 'RSPd', 'MRN', 'SCig', 'SSp', 'DG', 'RSPv']",3,im005_r-1.0,True
1230732154,1230784576,2022-12-06 00:48:03.171000,NP.1,EPHYS_1,637488,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,183,[],2261,0,['Track not annotated'],1,im104_r-1.0,True
1230962048,1231000608,2022-12-07 00:21:21.286000,NP.1,EPHYS_2,637488,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,183,[],2328,0,['Track not annotated'],2,im114_r-1.0,True
1231219674,1231267390,2022-12-07 22:35:34.265000,NP.1,EPHYS_3,637488,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,183,[],2573,0,['Track not annotated'],3,im005_r-1.0,True
1231476077,1231513402,2022-12-08 22:06:40.453000,NP.1,EPHYS_4,637488,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,183,[],2500,0,['Track not annotated'],4,im087_r-1.0,True
1229429400,1229467919,2022-11-29 22:35:55,NP.1,EPHYS_1,638387,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,169,"['probeA', 'probeB', 'probeC', 'probeE', 'probeF']",2453,1920,"['CA2', 'SCsg', 'PoT', 'out of brain', 'CA1', 'SGN', 'CP', 'CA3', 'STR', 'MOs', 'MH', 'IMD', 'SCop', 'No Area', 'MB', 'VISam', 'Track not annotated', 'PO', 'SCiw', 'VPM', 'SCzo', 'MOp', 'LP', 'BST', 'VISpm', 'VISp', 'PVT', 'TH', 'V3', 'SPA', 'ACAd', 'RSPd', 'MRN', 'SCig', 'DG', 'HPF', 'RSPv', 'POL']",1,im104_r-1.0,True
1229654875,1229690648,2022-11-30 22:35:48,NP.1,EPHYS_2,638387,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,169,"['probeA', 'probeB', 'probeD', 'probeE', 'probeF']",1861,1920,"['VISl', 'VPL', 'IGL', 'out of brain', 'CA1', 'ZI', 'CA3', 'MOs', 'AV', 'AD', 'No Area', 'Track not annotated', 'LGd', 'VL', 'VPM', 'LSr', 'MOp', 'LGv', 'VISp', 'RT', 'VISal', 'TH', 'ACAd', 'LD', 'RSPagl', 'ACAv', 'LSc', 'SSp', 'DG']",2,im114_r-1.0,True
1229887685,1229929438,2022-12-01 22:32:56.397000,NP.1,EPHYS_3,638387,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,169,"['probeA', 'probeB', 'probeD', 'probeE', 'probeF']",2397,1920,"['SCsg', 'MGm', 'VISrl', 'MGv', 'out of brain', 'CA1', 'CP', 'CA3', 'MH', 'SCop', 'PAG', 'MB', 'No Area', 'Track not annotated', 'PO', 'SCiw', 'SCzo', 'MOp', 'LP', 'VISp', 'PRC', 'MGd', 'TH', 'RSPagl', 'RSPd', 'MRN', 'SCig', 'DG', 'POST', 'RSPv']",3,im005_r-1.0,True
1230064747,1230102837,2022-12-02 19:24:12.268000,NP.1,EPHYS_4,638387,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,169,"['probeA', 'probeB']",1302,768,"['MOs', 'Eth', 'ACAd', 'LSr', 'ACAv', 'No Area', 'RSPagl', 'LSc', 'RSPd', 'LP', 'DG', 'PO', 'CA1', 'out of brain', 'Track not annotated', 'SF']",4,im087_r-1.0,True
1234028213,1234066294,2022-12-19 23:33:12.680000,NP.1,EPHYS_1,640887,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,172,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2022,2304,"['VPL', 'CA2', 'out of brain', 'CA1', 'CP', 'CA3', 'LSv', 'STR', 'MOs', 'No Area', 'VISam', 'PO', 'VL', 'SEZ', 'VPM', 'LSr', 'LP', 'RT', 'ACAd', 'LD', 'RSPagl', 'SSp', 'DG']",1,im104_r-1.0,True
1234203203,1234233932,2022-12-20 19:52:11.869000,NP.1,EPHYS_2,640887,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,172,"['probeA', 'probeB', 'probeC', 'probeE', 'probeF']",2082,1920,"['SCsg', 'VISrl', 'PoT', 'out of brain', 'CA1', 'SGN', 'CP', 'LH', 'STR', 'MOs', 'SCop', 'No Area', 'MB', 'Track not annotated', 'SCiw', 'SCzo', 'MOp', 'LP', 'VISp', 'VISal', 'TH', 'RSPagl', 'RSPd', 'MRN', 'SCig', 'DG', 'POST', 'RSPv', 'POL']",2,im114_r-1.0,True
1234410451,1234442908,2022-12-21 20:00:53.408000,NP.1,EPHYS_3,640887,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,172,"['probeA', 'probeB', 'probeC', 'probeE', 'probeF']",2096,1920,"['CA1', 'CP', 'CA3', 'STR', 'MOs', 'No Area', 'VISam', 'Track not annotated', 'PO', 'VL', 'SEZ', 'VPM', 'LSr', 'LP', 'RT', 'ACAd', 'LD', 'RSPagl', 'ACAv', 'RSPd', 'PAL', 'SSp', 'DG']",3,im005_r-1.0,True
1232430325,1232515558,2022-12-12 22:53:02.328000,NP.1,EPHYS_1,640890,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,165,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2667,2304,"['MGm', 'SPFp', 'MGv', 'PoT', 'out of brain', 'APN', 'CA1', 'CP', 'CA3', 'STR', 'MOs', 'MB', 'No Area', 'VISam', 'PO', 'LGd', 'VPM', 'FF', 'LSr', 'MOp', 'LP', 'VISpm', 'VISp', 'SF', 'VISal', 'TH', 'ACAd', 'ACAv', 'LSc', 'SCig', 'DG', 'POST']",1,im104_r-1.0,True
1232725697,1232770660,2022-12-13 23:09:18.825000,NP.1,EPHYS_2,640890,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,165,"['probeA', 'probeB', 'probeC', 'probeD', 'probeF']",1959,1920,"['VPL', 'CA2', 'VISrl', 'out of brain', 'CA1', 'CP', 'CA3', 'STR', 'MOs', 'MH', 'No Area', 'VISam', 'Track not annotated', 'VL', 'SEZ', 'VPM', 'LSr', 'MOp', 'RT', 'VISal', 'V3', 'ACAd', 'LD', 'VISa', 'ACAv', 'RSPagl', 'SSp', 'DG', 'HPF']",2,im114_r-1.0,True
1232954220,1232997669,2022-12-14 21:33:57.857000,NP.1,EPHYS_3,640890,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,165,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2315,2304,"['MGm', 'SPFp', 'MGv', 'PoT', 'out of brain', 'APN', 'CA1', 'CP', 'PIL', 'CA3', 'LSv', 'MOs', 'MB', 'No Area', 'VISam', 'PO', 'VL', 'LSr', 'MOp', 'LP', 'SUB', 'VISpm', 'VISp', 'SF', 'VISal', 'MGd', 'TH', 'ACAd', 'ACAv', 'LSc', 'DG']",3,im005_r-1.0,True
1233182785,1233216826,2022-12-15 22:33:30.688000,NP.1,EPHYS_4,640890,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,165,"['probeA', 'probeB', 'probeC', 'probeD', 'probeF']",1678,1920,"['CA2', 'VISrl', 'out of brain', 'CA1', 'MD', 'CA3', 'LH', 'STR', 'MOs', 'MH', 'No Area', 'VISam', 'Track not annotated', 'VPM', 'LSr', 'MOp', 'MS', 'RT', 'VISal', 'ACAd', 'LD', 'VISa', 'ACAv', 'SSp', 'DG', 'HPF']",4,im087_r-1.0,True
1243523806,1243589877,2023-01-30 23:39:42.632000,NP.1,EPHYS_1,642504,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,202,"['probeA', 'probeB', 'probeC', 'probeE', 'probeF']",1419,1920,"['VISl', 'MGm', 'out of brain', 'CA1', 'CP', 'PIL', 'STR', 'MOs', 'ProS', 'MB', 'No Area', 'Track not annotated', 'PO', 'VL', 'SEZ', 'Eth', 'LSr', 'MOp', 'LP', 'VISpm', 'MGd', 'TH', 'ACAd', 'RSPagl', 'RSPd', 'LSc', 'DG']",1,im104_r-1.0,True
1243799530,1243847955,2023-01-31 22:54:23.578000,NP.1,EPHYS_2,642504,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,202,"['probeA', 'probeB', 'probeC', 'probeE', 'probeF']",1607,1920,"['CA2', 'OP', 'out of brain', 'CA1', 'CA3', 'STR', 'MB', 'No Area', 'Track not annotated', 'PO', 'LGd', 'VL', 'SCiw', 'SEZ', 'LSr', 'MOp', 'LP', 'VISpm', 'VISp', 'SF', 'RSPagl', 'RSPd', 'MRN', 'SCig', 'SSp', 'DG', 'HPF', 'LSc', 'POST', 'RSPv']",2,im114_r-1.0,True
1244070169,1244098087,2023-02-01 23:10:36.070000,NP.1,EPHYS_3,642504,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating,202,"['probeA', 'probeB', 'probeC', 'probeE', 'probeF']",1682,1920,"['MGm', 'SPFp', 'MGv', 'PoT', 'out of brain', 'CA1', 'CP', 'CA3', 'STR', 'MOs', 'MB', 'No Area', 'Track not annotated', 'PO', 'LGd', 'VL', 'SEZ', 'LSr', 'MOp', 'LP', 'BST', 'VISpm', 'VISal', 'MGd', 'TH', 'ACAd', 'RSPagl', 'ACAv', 'RSPd', 'MRN', 'LSc', 'SSp', 'DG']",3,im005_r-1.0,True
